observationID,mediaID,observationType,cameraSetupType,taxonID,scientificName,count,lifeStage,sex,behavior,individualID,individualPositionRadius,individualPositionAngle,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,observationTags,observationComments
48d26ebc-ba6e-4245-8f52-c2cc1d64ef1f_2,48d26ebc-ba6e-4245-8f52-c2cc1d64ef1f,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
48d26ebc-ba6e-4245-8f52-c2cc1d64ef1f_3,48d26ebc-ba6e-4245-8f52-c2cc1d64ef1f,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
4afd0344-3cec-4942-987b-96b69da75e6b_1,4afd0344-3cec-4942-987b-96b69da75e6b,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
4afd0344-3cec-4942-987b-96b69da75e6b_2,4afd0344-3cec-4942-987b-96b69da75e6b,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
4afd0344-3cec-4942-987b-96b69da75e6b_3,4afd0344-3cec-4942-987b-96b69da75e6b,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
916964ac-6389-4d06-8853-2eac6c36d8e7_1,916964ac-6389-4d06-8853-2eac6c36d8e7,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
916964ac-6389-4d06-8853-2eac6c36d8e7_2,916964ac-6389-4d06-8853-2eac6c36d8e7,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
916964ac-6389-4d06-8853-2eac6c36d8e7_3,916964ac-6389-4d06-8853-2eac6c36d8e7,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
3e8e355a-6253-4a5f-a950-2f934821b7f7_1,3e8e355a-6253-4a5f-a950-2f934821b7f7,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
3e8e355a-6253-4a5f-a950-2f934821b7f7_2,3e8e355a-6253-4a5f-a950-2f934821b7f7,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
3e8e355a-6253-4a5f-a950-2f934821b7f7_3,3e8e355a-6253-4a5f-a950-2f934821b7f7,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
b7792672-6a31-484a-a97b-e19e34657021_1,b7792672-6a31-484a-a97b-e19e34657021,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
b7792672-6a31-484a-a97b-e19e34657021_2,b7792672-6a31-484a-a97b-e19e34657021,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
b7792672-6a31-484a-a97b-e19e34657021_3,b7792672-6a31-484a-a97b-e19e34657021,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
1683dd3b-7791-493a-84c6-1bb50541fd97_1,1683dd3b-7791-493a-84c6-1bb50541fd97,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
1683dd3b-7791-493a-84c6-1bb50541fd97_2,1683dd3b-7791-493a-84c6-1bb50541fd97,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
1683dd3b-7791-493a-84c6-1bb50541fd97_3,1683dd3b-7791-493a-84c6-1bb50541fd97,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
e6c63f88-a31f-4f06-9410-3213baed08ab_1,e6c63f88-a31f-4f06-9410-3213baed08ab,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
e6c63f88-a31f-4f06-9410-3213baed08ab_2,e6c63f88-a31f-4f06-9410-3213baed08ab,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
e6c63f88-a31f-4f06-9410-3213baed08ab_3,e6c63f88-a31f-4f06-9410-3213baed08ab,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
91a1ba54-5e19-4f18-88f8-8dd0dd3ef836_1,91a1ba54-5e19-4f18-88f8-8dd0dd3ef836,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
91a1ba54-5e19-4f18-88f8-8dd0dd3ef836_2,91a1ba54-5e19-4f18-88f8-8dd0dd3ef836,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
91a1ba54-5e19-4f18-88f8-8dd0dd3ef836_3,91a1ba54-5e19-4f18-88f8-8dd0dd3ef836,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
233a2f40-b0c5-4b93-90e4-e254d2e148f5_1,233a2f40-b0c5-4b93-90e4-e254d2e148f5,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
233a2f40-b0c5-4b93-90e4-e254d2e148f5_2,233a2f40-b0c5-4b93-90e4-e254d2e148f5,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
233a2f40-b0c5-4b93-90e4-e254d2e148f5_3,233a2f40-b0c5-4b93-90e4-e254d2e148f5,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
5e01e638-d36f-4ca2-957d-7bbdc76dcc89_1,5e01e638-d36f-4ca2-957d-7bbdc76dcc89,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
5e01e638-d36f-4ca2-957d-7bbdc76dcc89_2,5e01e638-d36f-4ca2-957d-7bbdc76dcc89,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
5e01e638-d36f-4ca2-957d-7bbdc76dcc89_3,5e01e638-d36f-4ca2-957d-7bbdc76dcc89,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
dadf1718-90bd-438e-8649-3663f226072f_1,dadf1718-90bd-438e-8649-3663f226072f,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
dadf1718-90bd-438e-8649-3663f226072f_2,dadf1718-90bd-438e-8649-3663f226072f,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
dadf1718-90bd-438e-8649-3663f226072f_3,dadf1718-90bd-438e-8649-3663f226072f,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
643d63a4-dd46-4b9d-b3de-665fe2a46754_1,643d63a4-dd46-4b9d-b3de-665fe2a46754,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
643d63a4-dd46-4b9d-b3de-665fe2a46754_2,643d63a4-dd46-4b9d-b3de-665fe2a46754,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
643d63a4-dd46-4b9d-b3de-665fe2a46754_3,643d63a4-dd46-4b9d-b3de-665fe2a46754,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
19744c44-03ea-438f-9dc7-927e6e494ee1_1,19744c44-03ea-438f-9dc7-927e6e494ee1,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
19744c44-03ea-438f-9dc7-927e6e494ee1_2,19744c44-03ea-438f-9dc7-927e6e494ee1,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
19744c44-03ea-438f-9dc7-927e6e494ee1_3,19744c44-03ea-438f-9dc7-927e6e494ee1,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
edc345bc-b58a-4c0d-8659-89132449cc3c_1,edc345bc-b58a-4c0d-8659-89132449cc3c,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
edc345bc-b58a-4c0d-8659-89132449cc3c_2,edc345bc-b58a-4c0d-8659-89132449cc3c,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
edc345bc-b58a-4c0d-8659-89132449cc3c_3,edc345bc-b58a-4c0d-8659-89132449cc3c,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
b6e435f8-b22b-4916-8275-5fbff2d84a76_1,b6e435f8-b22b-4916-8275-5fbff2d84a76,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
b6e435f8-b22b-4916-8275-5fbff2d84a76_2,b6e435f8-b22b-4916-8275-5fbff2d84a76,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
b6e435f8-b22b-4916-8275-5fbff2d84a76_3,b6e435f8-b22b-4916-8275-5fbff2d84a76,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
54c5d869-8492-4b16-a72e-45196284559c_1,54c5d869-8492-4b16-a72e-45196284559c,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
54c5d869-8492-4b16-a72e-45196284559c_2,54c5d869-8492-4b16-a72e-45196284559c,animal,,DGP6,Anas platyrhynchos,1,adult,female,,,,,human,Peter Desmet,,,,
54c5d869-8492-4b16-a72e-45196284559c_3,54c5d869-8492-4b16-a72e-45196284559c,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
9997f96e-a9b7-429b-95c6-87711dc07533_1,9997f96e-a9b7-429b-95c6-87711dc07533,animal,,DGP6,Anas platyrhynchos,3,,,,,,,human,Peter Desmet,,,,
9997f96e-a9b7-429b-95c6-87711dc07533_2,9997f96e-a9b7-429b-95c6-87711dc07533,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
e4765ced-1696-4983-be45-c06123a59af5_1,e4765ced-1696-4983-be45-c06123a59af5,animal,,DGP6,Anas platyrhynchos,3,,,,,,,human,Peter Desmet,,,,
e4765ced-1696-4983-be45-c06123a59af5_2,e4765ced-1696-4983-be45-c06123a59af5,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
e0d3e72e-4e44-4125-9e85-2432b62d8dec_1,e0d3e72e-4e44-4125-9e85-2432b62d8dec,animal,,DGP6,Anas platyrhynchos,2,,,,,,,human,Peter Desmet,,,,
e0d3e72e-4e44-4125-9e85-2432b62d8dec_2,e0d3e72e-4e44-4125-9e85-2432b62d8dec,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
6bd083fd-e012-40c6-94a0-38eb2b73e248_1,6bd083fd-e012-40c6-94a0-38eb2b73e248,animal,,DGP6,Anas platyrhynchos,2,,,,,,,human,Peter Desmet,,,,
6bd083fd-e012-40c6-94a0-38eb2b73e248_2,6bd083fd-e012-40c6-94a0-38eb2b73e248,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
f1b07d90-510c-47f8-a14e-df56f659fc10_1,f1b07d90-510c-47f8-a14e-df56f659fc10,animal,,DGP6,Anas platyrhynchos,1,,,,,,,human,Peter Desmet,,,,
f1b07d90-510c-47f8-a14e-df56f659fc10_2,f1b07d90-510c-47f8-a14e-df56f659fc10,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
32da352b-3366-4611-9f71-d52187185ecb_1,32da352b-3366-4611-9f71-d52187185ecb,animal,,DGP6,Anas platyrhynchos,1,,,,,,,human,Peter Desmet,,,,
32da352b-3366-4611-9f71-d52187185ecb_2,32da352b-3366-4611-9f71-d52187185ecb,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
b0bb7a64-38c6-4c39-84aa-52e3a5397eb9_1,b0bb7a64-38c6-4c39-84aa-52e3a5397eb9,animal,,DGP6,Anas platyrhynchos,1,,,,,,,human,Peter Desmet,,,,
b0bb7a64-38c6-4c39-84aa-52e3a5397eb9_2,b0bb7a64-38c6-4c39-84aa-52e3a5397eb9,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
ad2d234c-950f-4aba-b4dc-aab9af5583db_1,ad2d234c-950f-4aba-b4dc-aab9af5583db,animal,,DGP6,Anas platyrhynchos,1,,,,,,,human,Peter Desmet,,,,
ad2d234c-950f-4aba-b4dc-aab9af5583db_2,ad2d234c-950f-4aba-b4dc-aab9af5583db,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
5ceaf351-e5be-4d7e-91ab-435e501d1a8b_1,5ceaf351-e5be-4d7e-91ab-435e501d1a8b,animal,,DGP6,Anas platyrhynchos,1,,,,,,,human,Peter Desmet,,,,
5ceaf351-e5be-4d7e-91ab-435e501d1a8b_2,5ceaf351-e5be-4d7e-91ab-435e501d1a8b,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
1fb9601b-c185-4908-b3f4-a678669c6ee2_1,1fb9601b-c185-4908-b3f4-a678669c6ee2,animal,,DGP6,Anas platyrhynchos,1,,,,,,,human,Peter Desmet,,,,
1fb9601b-c185-4908-b3f4-a678669c6ee2_2,1fb9601b-c185-4908-b3f4-a678669c6ee2,animal,,DGP6,Anas platyrhynchos,1,adult,male,,,,,human,Peter Desmet,,,,
e8b62b7e-969c-4d44-9a95-1a453cdd0ed6_1,e8b62b7e-969c-4d44-9a95-1a453cdd0ed6,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
eb0f5a36-7755-42f5-a2dd-329cae99957c_1,eb0f5a36-7755-42f5-a2dd-329cae99957c,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
51372859-13ba-4f14-b167-5ea24877c2c3_1,51372859-13ba-4f14-b167-5ea24877c2c3,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
fb4f22df-e625-4d36-88ca-cb25d726a0e0_1,fb4f22df-e625-4d36-88ca-cb25d726a0e0,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
4c2e721f-6bdd-4f57-bcc1-681e03dee579_1,4c2e721f-6bdd-4f57-bcc1-681e03dee579,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
4f95d6c1-4d39-420e-a787-dd567b75c577_1,4f95d6c1-4d39-420e-a787-dd567b75c577,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
9719433c-9176-44c5-9e3e-77cbed3ff57c_1,9719433c-9176-44c5-9e3e-77cbed3ff57c,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
87d9bbb7-4006-447b-aee1-37674e1a4ab1_1,87d9bbb7-4006-447b-aee1-37674e1a4ab1,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
d82e840f-9d5a-4b86-808d-422e798c207f_1,d82e840f-9d5a-4b86-808d-422e798c207f,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
37bdf4b3-17c3-4549-9d04-35c6a342ab10_1,37bdf4b3-17c3-4549-9d04-35c6a342ab10,animal,,4RM67,Rattus norvegicus,1,,,,,,,human,Peter Desmet,,,,
075f9dfd-7ab1-4cac-9462-63c48595afdf_1,075f9dfd-7ab1-4cac-9462-63c48595afdf,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
f99b3751-63c8-4fc1-8e5e-9a2c1704880d_1,f99b3751-63c8-4fc1-8e5e-9a2c1704880d,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
70ec9558-e17c-48dd-ba97-4bf0779a8108_1,70ec9558-e17c-48dd-ba97-4bf0779a8108,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
534a79c0-35c2-40d9-98f5-87ef67a8f823_1,534a79c0-35c2-40d9-98f5-87ef67a8f823,blank,setup,,,,,,,,,,human,Peter Desmet,,,,
c66bcfd1-25ca-46c2-a7b7-dd66c31d6c56_1,c66bcfd1-25ca-46c2-a7b7-dd66c31d6c56,blank,setup,,,,,,,,,,human,Peter Desmet,,,,
11e92a6f-c26d-4f50-bb62-e5f0e0785a90_1,11e92a6f-c26d-4f50-bb62-e5f0e0785a90,blank,setup,,,,,,,,,,human,Peter Desmet,,,,
15b7b50e-e7e6-4e56-af3e-2afff65d352a_1,15b7b50e-e7e6-4e56-af3e-2afff65d352a,blank,setup,,,,,,,,,,human,Peter Desmet,,,,
9a886c5b-5c80-4c4a-ad84-2cdbc3c0c71b_1,9a886c5b-5c80-4c4a-ad84-2cdbc3c0c71b,blank,setup,,,,,,,,,,human,Peter Desmet,,,,
a98fde19-43eb-4349-8275-beae57428b65_1,a98fde19-43eb-4349-8275-beae57428b65,blank,setup,,,,,,,,,,human,Peter Desmet,,,,
6b57b8cd-b2f6-465e-99ab-384c05408093_1,6b57b8cd-b2f6-465e-99ab-384c05408093,blank,setup,,,,,,,,,,human,Peter Desmet,,,,
8a4d03dc-2c39-4c00-813c-2e76c664361f_1,8a4d03dc-2c39-4c00-813c-2e76c664361f,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
34990f84-f64b-4fff-8ab3-9ddd8f22c5b8_1,34990f84-f64b-4fff-8ab3-9ddd8f22c5b8,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
43ea44b9-8910-4937-b19e-1d4f7ae0cf80_1,43ea44b9-8910-4937-b19e-1d4f7ae0cf80,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
1fbee815-5586-49bc-be80-c596ba011a1d_1,1fbee815-5586-49bc-be80-c596ba011a1d,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
7d74d79e-c88b-4e85-b01b-81e54b634cb0_1,7d74d79e-c88b-4e85-b01b-81e54b634cb0,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
0e1ed4d3-7ba3-4f57-846e-209a20296e85_1,0e1ed4d3-7ba3-4f57-846e-209a20296e85,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
0db99294-4fe0-4f90-9762-bc1433a1e11a_1,0db99294-4fe0-4f90-9762-bc1433a1e11a,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
5bbb3e87-955e-477b-af78-db8f3133e5a8_1,5bbb3e87-955e-477b-af78-db8f3133e5a8,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
ac3ddaa2-1968-4adb-a504-c3775db6400d_1,ac3ddaa2-1968-4adb-a504-c3775db6400d,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
252ea114-9b7f-43c2-a696-a205ba51b470_1,252ea114-9b7f-43c2-a696-a205ba51b470,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
4b2cfdb9-c5c3-498a-bfe8-23c572d795b5_1,4b2cfdb9-c5c3-498a-bfe8-23c572d795b5,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
c75ddadd-d6a1-4bc3-b437-6d011d77ac8d_1,c75ddadd-d6a1-4bc3-b437-6d011d77ac8d,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
a1f271bd-3ac0-4dbc-b758-0539aa2a6b3e_1,a1f271bd-3ac0-4dbc-b758-0539aa2a6b3e,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
25774944-4bef-4a8c-89b0-19555231efd1_1,25774944-4bef-4a8c-89b0-19555231efd1,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
0fe8ec39-b4e0-4713-9ef7-807b577ae3bd_1,0fe8ec39-b4e0-4713-9ef7-807b577ae3bd,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
609b0bf3-2f23-41ff-852f-0e993198daa0_1,609b0bf3-2f23-41ff-852f-0e993198daa0,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
0236e776-4dd1-4a7a-ab42-64fa40a48623_1,0236e776-4dd1-4a7a-ab42-64fa40a48623,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
bdcee6e1-ecde-42ac-9a2b-0a404869b7b1_1,bdcee6e1-ecde-42ac-9a2b-0a404869b7b1,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
8840c07b-69ae-4b8a-8496-c1034052fa7e_1,8840c07b-69ae-4b8a-8496-c1034052fa7e,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
96c9b892-a5f4-42fc-8e27-d50b1de2cdf3_1,96c9b892-a5f4-42fc-8e27-d50b1de2cdf3,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
9e6ce0db-91b7-42bd-975c-db9ef48c6b3b_1,9e6ce0db-91b7-42bd-975c-db9ef48c6b3b,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
38f0300d-3bd8-45c7-94e1-0fea018adae4_1,38f0300d-3bd8-45c7-94e1-0fea018adae4,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
4b7e8e13-b52b-4a07-baf5-19a0a23f21ef_1,4b7e8e13-b52b-4a07-baf5-19a0a23f21ef,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
aa5556db-3ae3-478c-b36d-5b9c636de8f9_1,aa5556db-3ae3-478c-b36d-5b9c636de8f9,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
d7996476-05ba-456d-92a1-710aec904431_1,d7996476-05ba-456d-92a1-710aec904431,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
ca4f21df-d73a-45d3-bf37-5dc806a4f85b_1,ca4f21df-d73a-45d3-bf37-5dc806a4f85b,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
7f7bafdb-03b3-4d3d-a5b1-ffce2e87ea0c_1,7f7bafdb-03b3-4d3d-a5b1-ffce2e87ea0c,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
d99eb0b6-d1da-435f-9814-95cb478d11df_1,d99eb0b6-d1da-435f-9814-95cb478d11df,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
c27dc6e2-0668-4af9-880b-31935876f4d9_1,c27dc6e2-0668-4af9-880b-31935876f4d9,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
ec39bbdf-493d-47a8-abc0-bf02f408f293_1,ec39bbdf-493d-47a8-abc0-bf02f408f293,human,setup,6MB3T,Homo sapiens,1,,,,,,,human,Peter Desmet,,,,
3e65dfaa-b239-4834-b809-2bc1b06e26cc_1,3e65dfaa-b239-4834-b809-2bc1b06e26cc,unknown,,,,,,,,,,,human,Peter Desmet,,,,
dbfba6c1-ec77-4048-9b3b-aac3ace43c24_1,dbfba6c1-ec77-4048-9b3b-aac3ace43c24,unknown,,,,,,,,,,,human,Peter Desmet,,,,
006d72c5-dcbc-4e7f-ac29-e6ca1644693f_1,006d72c5-dcbc-4e7f-ac29-e6ca1644693f,unknown,,,,,,,,,,,human,Peter Desmet,,,,
d7fde0a6-8b6f-41a5-be4a-ef3950aef757_1,d7fde0a6-8b6f-41a5-be4a-ef3950aef757,unknown,,,,,,,,,,,human,Peter Desmet,,,,
0b2b5fb0-6220-4679-9b10-2b98d4ab866e_1,0b2b5fb0-6220-4679-9b10-2b98d4ab866e,unknown,,,,,,,,,,,human,Peter Desmet,,,,
402bd5dd-da18-4403-a729-010197ed1214_1,402bd5dd-da18-4403-a729-010197ed1214,unknown,,,,,,,,,,,human,Peter Desmet,,,,
6f506725-fa9b-4cbf-9c81-d9aa77d7c592_1,6f506725-fa9b-4cbf-9c81-d9aa77d7c592,unknown,,,,,,,,,,,human,Peter Desmet,,,,
1f76ae45-2422-4fae-a479-a2f1163d5230_1,1f76ae45-2422-4fae-a479-a2f1163d5230,unknown,,,,,,,,,,,human,Peter Desmet,,,,
6fb5e4ca-ccb1-4358-8e24-7135a9aa2417_1,6fb5e4ca-ccb1-4358-8e24-7135a9aa2417,unknown,,,,,,,,,,,human,Peter Desmet,,,,
2fd956b5-f215-49a7-ae79-eb902216c044_1,2fd956b5-f215-49a7-ae79-eb902216c044,unknown,,,,,,,,,,,human,Peter Desmet,,,,
0ca1bfc7-f5f4-4bd4-91b6-6e0b02399cbf_1,0ca1bfc7-f5f4-4bd4-91b6-6e0b02399cbf,blank,,,,,,,,,,,human,Peter Desmet,,,,
fa6d8b73-c37a-42e9-8346-c0e26e1a5195_1,fa6d8b73-c37a-42e9-8346-c0e26e1a5195,blank,,,,,,,,,,,human,Peter Desmet,,,,
3798e2c5-9191-4980-97e0-dea9e271e97f_1,3798e2c5-9191-4980-97e0-dea9e271e97f,blank,,,,,,,,,,,human,Peter Desmet,,,,
be890542-6845-4c24-aefb-d29ac08e1ebb_1,be890542-6845-4c24-aefb-d29ac08e1ebb,blank,,,,,,,,,,,human,Peter Desmet,,,,
57214693-88a3-4449-b4e9-913656b74ea7_1,57214693-88a3-4449-b4e9-913656b74ea7,blank,,,,,,,,,,,human,Peter Desmet,,,,
d32e790c-a3c8-444a-b733-94505e3150ee_1,d32e790c-a3c8-444a-b733-94505e3150ee,blank,,,,,,,,,,,human,Peter Desmet,,,,
1df7ff8a-bde1-4c9a-884e-687b347132c3_1,1df7ff8a-bde1-4c9a-884e-687b347132c3,blank,,,,,,,,,,,human,Peter Desmet,,,,
ccab7c7d-fbd6-451d-ae07-9ad0f46cc26b_1,ccab7c7d-fbd6-451d-ae07-9ad0f46cc26b,blank,,,,,,,,,,,human,Peter Desmet,,,,
fb19a8b7-1c7a-43dc-9173-1c1481bc7903_1,fb19a8b7-1c7a-43dc-9173-1c1481bc7903,blank,,,,,,,,,,,human,Peter Desmet,,,,
3b11a509-ca8e-4b93-b295-85a52daddf74_1,3b11a509-ca8e-4b93-b295-85a52daddf74,blank,,,,,,,,,,,human,Peter Desmet,,,,
8263e85b-786a-4f62-9817-d54fb1dafb5d_1,8263e85b-786a-4f62-9817-d54fb1dafb5d,animal,,DGPL,Anas strepera,2,subadult,,,,,,human,Peter Desmet,,,,
8263e85b-786a-4f62-9817-d54fb1dafb5d_2,8263e85b-786a-4f62-9817-d54fb1dafb5d,animal,,DGP6,Anas platyrhynchos,2,adult,female,,,,,human,Peter Desmet,,,,
cf97e186-9679-4cd9-95fa-dfa50d8003cc_1,cf97e186-9679-4cd9-95fa-dfa50d8003cc,animal,,DGPL,Anas strepera,2,subadult,,,,,,human,Peter Desmet,,,,
cf97e186-9679-4cd9-95fa-dfa50d8003cc_2,cf97e186-9679-4cd9-95fa-dfa50d8003cc,animal,,DGP6,Anas platyrhynchos,2,adult,female,,,,,human,Peter Desmet,,,,
969ee7eb-6bd1-41b5-ac69-cd957e819f75_1,969ee7eb-6bd1-41b5-ac69-cd957e819f75,animal,,DGPL,Anas strepera,3,subadult,,,,,,human,Peter Desmet,,,,
969ee7eb-6bd1-41b5-ac69-cd957e819f75_2,969ee7eb-6bd1-41b5-ac69-cd957e819f75,animal,,DGP6,Anas platyrhynchos,2,adult,female,,,,,human,Peter Desmet,,,,
2f80c542-7c7c-490f-a34b-297029f52a9b_1,2f80c542-7c7c-490f-a34b-297029f52a9b,animal,,DGPL,Anas strepera,3,subadult,,,,,,human,Peter Desmet,,,,
